Key,Planet,Ticker,Type,Factor
GC-474c-CUO,GC-474c,CUO,MINERAL,0.23490655422210693
GC-474c-H2O,GC-474c,H2O,GASEOUS,0.08882193267345428
GC-474c-HE,GC-474c,HE,GASEOUS,0.13164697587490082
GC-474e-HE,GC-474e,HE,GASEOUS,0.038906391710042953
GC-474e-N,GC-474e,N,MINERAL,0.012219802476465702
GC-474g-AMM,GC-474g,AMM,MINERAL,0.047154996544122696
GC-474g-N,GC-474g,N,MINERAL,0.04877321794629097
GC-602a-CLI,GC-602a,CLI,MINERAL,0.03909003362059593
GC-602a-LST,GC-602a,LST,MINERAL,0.6103788614273071
GC-602a-MGS,GC-602a,MGS,MINERAL,0.4416656494140625
GC-602b-CLI,GC-602b,CLI,MINERAL,0.5288906097412109
GC-602b-FEO,GC-602b,FEO,MINERAL,0.7329049110412598
GC-602b-GAL,GC-602b,GAL,MINERAL,0.028256384655833244
GC-602b-N,GC-602b,N,LIQUID,0.011871442198753357
GC-602c-BRM,GC-602c,BRM,MINERAL,0.012181294150650501
GC-602c-LIO,GC-602c,LIO,MINERAL,0.03151749446988106
GC-602c-SIO,GC-602c,SIO,MINERAL,0.019952550530433655
GC-602d-BER,GC-602d,BER,MINERAL,0.1795964390039444
GC-602d-GAL,GC-602d,GAL,MINERAL,0.4095745384693146
GC-602e-HE3,GC-602e,HE3,GASEOUS,0.024924740195274353
GC-602h-AMM,GC-602h,AMM,MINERAL,0.03989693894982338
GC-645a-GAL,GC-645a,GAL,MINERAL,0.15462908148765564
GC-645a-HE,GC-645a,HE,GASEOUS,0.01316780038177967
GC-645a-LST,GC-645a,LST,MINERAL,0.40499722957611084
GC-645b-CLI,GC-645b,CLI,MINERAL,0.0496009923517704
GC-645b-HAL,GC-645b,HAL,MINERAL,0.24273376166820526
GC-645c-CUO,GC-645c,CUO,MINERAL,0.37549832463264465
GC-645d-BRM,GC-645d,BRM,MINERAL,0.04112067446112633
GC-645d-SIO,GC-645d,SIO,MINERAL,0.550680935382843
GC-645f-H,GC-645f,H,GASEOUS,0.020494023337960243
GC-645h-HE,GC-645h,HE,GASEOUS,0.3819855749607086
GC-645i-H2O,GC-645i,H2O,MINERAL,0.1246592104434967
GC-645i-SIO,GC-645i,SIO,MINERAL,0.04102969914674759
GC-728a-O,GC-728a,O,GASEOUS,0.22155171632766724
GC-728a-ZIR,GC-728a,ZIR,MINERAL,0.10391203314065933
GC-728b-FEO,GC-728b,FEO,MINERAL,0.027724996209144592
GC-728b-HE,GC-728b,HE,GASEOUS,0.030448798090219498
GC-728d-BRM,GC-728d,BRM,MINERAL,0.45168524980545044
GC-728d-FEO,GC-728d,FEO,MINERAL,0.5666612386703491
GC-728e-GAL,GC-728e,GAL,MINERAL,0.42357444763183594
GC-728e-H2O,GC-728e,H2O,MINERAL,0.041323479264974594
GC-728f-H,GC-728f,H,GASEOUS,0.04511246457695961
GC-728f-O,GC-728f,O,GASEOUS,0.02123148739337921
GK-115a-BRM,GK-115a,BRM,MINERAL,0.42113593220710754
GK-115a-TCO,GK-115a,TCO,MINERAL,0.03393331915140152
GK-115b-CLI,GK-115b,CLI,MINERAL,0.4110564589500427
GK-115b-GAL,GK-115b,GAL,MINERAL,0.21583321690559387
GK-115b-SIO,GK-115b,SIO,MINERAL,0.44846290349960327
GK-115c-FEO,GK-115c,FEO,MINERAL,0.6166768074035645
GK-115c-H2O,GK-115c,H2O,MINERAL,0.6894374489784241
GK-115c-LIO,GK-115c,LIO,MINERAL,0.4901004731655121
GK-115d-BOR,GK-115d,BOR,MINERAL,0.22007229924201965
GK-115d-TAI,GK-115d,TAI,MINERAL,0.02457432448863983
GK-115f-AMM,GK-115f,AMM,MINERAL,0.4640461206436157
GK-115g-HE3,GK-115g,HE3,GASEOUS,0.023820485919713974
GK-115g-LES,GK-115g,LES,GASEOUS,0.014403747394680977
GK-115h-AMM,GK-115h,AMM,MINERAL,0.044351812452077866
GK-115h-HE,GK-115h,HE,GASEOUS,0.015040809288620949
GK-115i-BOR,GK-115i,BOR,MINERAL,0.039258718490600586
GK-115i-HE,GK-115i,HE,GASEOUS,0.06535117328166962
GK-115i-SCR,GK-115i,SCR,MINERAL,0.33695945143699646
GK-219a-BOR,GK-219a,BOR,MINERAL,0.1748502254486084
GK-219a-CLI,GK-219a,CLI,MINERAL,0.036700524389743805
GK-219b-FEO,GK-219b,FEO,MINERAL,0.5887821912765503
GK-219b-H2O,GK-219b,H2O,MINERAL,0.010889043100178242
GK-219b-HAL,GK-219b,HAL,MINERAL,0.2428884506225586
GK-219b-HE,GK-219b,HE,GASEOUS,0.17603585124015808
GK-219b-LST,GK-219b,LST,MINERAL,0.5698705911636353
GK-219c-CLI,GK-219c,CLI,MINERAL,0.01444065198302269
GK-219c-N,GK-219c,N,GASEOUS,0.1338203400373459
GK-219d-AMM,GK-219d,AMM,MINERAL,0.016102058812975883
GK-219d-TAI,GK-219d,TAI,MINERAL,0.02847883477807045
GK-219f-HE,GK-219f,HE,GASEOUS,0.012392423115670681
GK-219g-HE,GK-219g,HE,GASEOUS,0.026337841525673866
GK-258a-BTS,GK-258a,BTS,LIQUID,0.034317418932914734
GK-258a-FEO,GK-258a,FEO,MINERAL,0.043293703347444534
GK-258a-GAL,GK-258a,GAL,MINERAL,0.0216422900557518
GK-258a-NE,GK-258a,NE,GASEOUS,0.014092420227825642
GK-258c-AMM,GK-258c,AMM,LIQUID,0.1358950138092041
GK-258c-HE,GK-258c,HE,GASEOUS,0.0458747074007988
GK-258d-GAL,GK-258d,GAL,MINERAL,0.31214702129364014
GK-258d-HE,GK-258d,HE,GASEOUS,0.2308831661939621
GK-258e-GAL,GK-258e,GAL,MINERAL,0.2047341763973236
GK-258e-SIO,GK-258e,SIO,MINERAL,0.043649379163980484
GK-258f-LES,GK-258f,LES,GASEOUS,0.02365735173225403
GK-258g-AR,GK-258g,AR,MINERAL,0.12372486293315887
GK-439a-HAL,GK-439a,HAL,MINERAL,0.11368433386087418
GK-439a-HE,GK-439a,HE,GASEOUS,0.03532412275671959
GK-439a-LES,GK-439a,LES,GASEOUS,0.023749493062496185
GK-439b-AMM,GK-439b,AMM,MINERAL,0.016336534172296524
GK-439b-GAL,GK-439b,GAL,MINERAL,0.011296585202217102
GK-439c-CLI,GK-439c,CLI,MINERAL,0.45960673689842224
GK-439c-LST,GK-439c,LST,MINERAL,0.014111077412962914
GK-439c-MGS,GK-439c,MGS,MINERAL,0.6106621026992798
GK-439c-SCR,GK-439c,SCR,MINERAL,0.18401175737380981
GK-439d-H2O,GK-439d,H2O,MINERAL,0.6919490694999695
GK-439e-HE,GK-439e,HE,GASEOUS,0.04736312851309776
GK-439e-SIO,GK-439e,SIO,MINERAL,0.49395430088043213
GK-439f-NE,GK-439f,NE,GASEOUS,0.010032759048044682
GK-439g-F,GK-439g,F,GASEOUS,0.04240778088569641
GK-462a-GAL,GK-462a,GAL,MINERAL,0.027272436767816544
GK-462a-O,GK-462a,O,LIQUID,0.03401308134198189
GK-462a-SIO,GK-462a,SIO,MINERAL,0.02047060802578926
GK-462b-BRM,GK-462b,BRM,MINERAL,0.5945180058479309
GK-462b-GAL,GK-462b,GAL,MINERAL,0.0357368066906929
GK-462b-SIO,GK-462b,SIO,MINERAL,0.5461710095405579
GK-462d-BRM,GK-462d,BRM,MINERAL,0.4525216221809387
GK-462e-GAL,GK-462e,GAL,MINERAL,0.1028120145201683
GK-462e-HE,GK-462e,HE,GASEOUS,0.24101980030536652
GK-462g-F,GK-462g,F,GASEOUS,0.028772996738553047
GK-476a-FEO,GK-476a,FEO,MINERAL,0.5299254655838013
GK-476b-AMM,GK-476b,AMM,GASEOUS,0.03338839113712311
GK-476b-BRM,GK-476b,BRM,MINERAL,0.017922258004546165
GK-476d-H2O,GK-476d,H2O,MINERAL,0.2361755520105362
GK-476d-HEX,GK-476d,HEX,LIQUID,0.036718547344207764
GK-476d-LIO,GK-476d,LIO,MINERAL,0.24128888547420502
GK-476e-HE,GK-476e,HE,GASEOUS,0.013275104574859142
GK-476f-O,GK-476f,O,LIQUID,0.22637030482292175
GK-619a-BRM,GK-619a,BRM,MINERAL,0.024691537022590637
GK-619a-GAL,GK-619a,GAL,MINERAL,0.11727473884820938
GK-619b-H2O,GK-619b,H2O,GASEOUS,0.04248977452516556
GK-619c-BOR,GK-619c,BOR,MINERAL,0.0454094298183918
GK-619c-BTS,GK-619c,BTS,LIQUID,0.017668385058641434
GK-619c-FEO,GK-619c,FEO,MINERAL,0.7033220529556274
GK-619d-ALO,GK-619d,ALO,MINERAL,0.1377158761024475
GK-619d-FEO,GK-619d,FEO,MINERAL,0.03022071346640587
GK-619d-MGS,GK-619d,MGS,MINERAL,0.039564091712236404
GK-619e-H2O,GK-619e,H2O,MINERAL,0.044883158057928085
GK-619f-HAL,GK-619f,HAL,MINERAL,0.25525280833244324
GK-619g-NE,GK-619g,NE,GASEOUS,0.08696317672729492
GK-619h-H,GK-619h,H,GASEOUS,0.026577098295092583
GK-619h-HE,GK-619h,HE,GASEOUS,0.28809159994125366
GK-619i-HE,GK-619i,HE,GASEOUS,0.03442580997943878
GK-619j-BOR,GK-619j,BOR,MINERAL,0.21774974465370178
GK-996a-BRM,GK-996a,BRM,MINERAL,0.038699883967638016
GK-996a-NE,GK-996a,NE,GASEOUS,0.014899956062436104
GK-996b-SIO,GK-996b,SIO,MINERAL,0.04470466077327728
GK-996c-TAI,GK-996c,TAI,MINERAL,0.015397755429148674
GK-996d-BRM,GK-996d,BRM,MINERAL,0.520039975643158
GK-996d-SIO,GK-996d,SIO,MINERAL,0.04355461522936821
GM-037a-ALO,GM-037a,ALO,MINERAL,0.48319312930107117
GM-037a-GAL,GM-037a,GAL,MINERAL,0.012301196344196796
GM-037a-HE,GM-037a,HE,GASEOUS,0.1217849850654602
GM-037b-TAI,GM-037b,TAI,MINERAL,0.21383340656757355
GM-037c-BRM,GM-037c,BRM,MINERAL,0.023747386410832405
GM-037c-CLI,GM-037c,CLI,MINERAL,0.04545419290661812
GM-037d-TAI,GM-037d,TAI,MINERAL,0.03131472319364548
GM-037e-O,GM-037e,O,MINERAL,0.021352769806981087
GM-037i-BER,GM-037i,BER,MINERAL,0.2299141138792038
GM-037i-SIO,GM-037i,SIO,MINERAL,0.019717317074537277
GM-037i-TAI,GM-037i,TAI,MINERAL,0.011610726825892925
GM-212a-AMM,GM-212a,AMM,GASEOUS,0.0514424666762352
GM-212a-FEO,GM-212a,FEO,MINERAL,0.5409348011016846
GM-212a-GAL,GM-212a,GAL,MINERAL,0.1029401570558548
GM-212a-N,GM-212a,N,GASEOUS,0.016597378998994827
GM-212a-ZIR,GM-212a,ZIR,MINERAL,0.24760642647743225
GM-212b-HE,GM-212b,HE,GASEOUS,0.06930664926767349
GM-212b-LST,GM-212b,LST,MINERAL,0.049979664385318756
GM-212d-AMM,GM-212d,AMM,LIQUID,0.02183440513908863
GM-212d-FEO,GM-212d,FEO,MINERAL,0.7477314472198486
GM-212d-SIO,GM-212d,SIO,MINERAL,0.5280701518058777
GM-332a-SIO,GM-332a,SIO,MINERAL,0.037491753697395325
GM-332b-AMM,GM-332b,AMM,MINERAL,0.0656089261174202
GM-332b-BRM,GM-332b,BRM,MINERAL,0.27502235770225525
GM-332b-FEO,GM-332b,FEO,MINERAL,0.5399076342582703
GM-332b-HE,GM-332b,HE,GASEOUS,0.15061242878437042
GM-332c-HAL,GM-332c,HAL,MINERAL,0.26629894971847534
GM-332c-LIO,GM-332c,LIO,MINERAL,0.2761121690273285
GM-332c-LST,GM-332c,LST,MINERAL,0.7826187610626221
GM-332c-MAG,GM-332c,MAG,MINERAL,0.04528654366731644
GM-332d-GAL,GM-332d,GAL,MINERAL,0.4647294282913208
GM-332d-TIO,GM-332d,TIO,MINERAL,0.32930460572242737
GM-332e-AMM,GM-332e,AMM,MINERAL,0.04549712687730789
GM-332g-O,GM-332g,O,LIQUID,0.017360953614115715
GM-332h-AR,GM-332h,AR,MINERAL,0.15199823677539825
GM-498a-GAL,GM-498a,GAL,MINERAL,0.03787762671709061
GM-498a-H2O,GM-498a,H2O,LIQUID,0.7129951119422913
GM-498a-HE,GM-498a,HE,GASEOUS,0.14484284818172455
GM-498b-BOR,GM-498b,BOR,MINERAL,0.23599393665790558
GM-498c-HAL,GM-498c,HAL,MINERAL,0.11668719351291656
GM-498c-HE,GM-498c,HE,GASEOUS,0.04278423637151718
GM-498d-FEO,GM-498d,FEO,MINERAL,0.6019399166107178
GM-498d-O,GM-498d,O,LIQUID,0.022006837651133537
GM-498d-SIO,GM-498d,SIO,MINERAL,0.034242965281009674
GM-498e-HE,GM-498e,HE,GASEOUS,0.23232772946357727
GM-844a-MAG,GM-844a,MAG,MINERAL,0.031343087553977966
GM-844b-ALO,GM-844b,ALO,MINERAL,0.011705264449119568
GM-844b-TAI,GM-844b,TAI,MINERAL,0.1514466553926468
GM-844d-BRM,GM-844d,BRM,MINERAL,0.015491844154894352
GM-844d-HE,GM-844d,HE,GASEOUS,0.08192332088947296
GM-844d-SIO,GM-844d,SIO,MINERAL,0.010889790020883083
GM-844d-TAI,GM-844d,TAI,MINERAL,0.014198651537299156
GM-844e-BOR,GM-844e,BOR,MINERAL,0.021751217544078827
GM-844g-AMM,GM-844g,AMM,MINERAL,0.4417044520378113
GY-110b-AMM,GY-110b,AMM,GASEOUS,0.041234832257032394
GY-110c-H2O,GY-110c,H2O,LIQUID,0.20000000298023224
GY-110c-O,GY-110c,O,GASEOUS,0.25
GY-110d-GAL,GY-110d,GAL,MINERAL,0.03689344972372055
GY-110d-SIO,GY-110d,SIO,MINERAL,0.31289947032928467
GY-110e-CLI,GY-110e,CLI,MINERAL,0.02607736364006996
GY-110f-BRM,GY-110f,BRM,MINERAL,0.587709367275238
GY-110f-NE,GY-110f,NE,GASEOUS,0.011723071336746216
GY-110f-SIO,GY-110f,SIO,MINERAL,0.04904039576649666
GY-135c-FEO,GY-135c,FEO,MINERAL,0.7190306186676025
GY-135c-SIO,GY-135c,SIO,MINERAL,0.5768206119537354
GY-135d-SIO,GY-135d,SIO,MINERAL,0.3659136891365051
GY-252a-CLI,GY-252a,CLI,MINERAL,0.03439070284366608
GY-252a-LIO,GY-252a,LIO,MINERAL,0.4703840911388397
GY-252b-HE,GY-252b,HE,GASEOUS,0.08905696868896484
GY-252b-SIO,GY-252b,SIO,MINERAL,0.03291808441281319
GY-252b-TAI,GY-252b,TAI,MINERAL,0.12279658764600754
GY-252c-AMM,GY-252c,AMM,GASEOUS,0.02069520577788353
GY-252c-CUO,GY-252c,CUO,MINERAL,0.010957411490380764
GY-252c-HE,GY-252c,HE,GASEOUS,0.03541494160890579
GY-252d-BRM,GY-252d,BRM,MINERAL,0.02240108512341976
GY-252d-LST,GY-252d,LST,MINERAL,0.6421530246734619
GY-252e-BER,GY-252e,BER,MINERAL,0.02184496819972992
GY-252e-HAL,GY-252e,HAL,MINERAL,0.20309267938137054
GY-252g-AMM,GY-252g,AMM,MINERAL,0.01741171069443226
GY-252h-N,GY-252h,N,LIQUID,0.012034672312438488
GY-528a-BRM,GY-528a,BRM,MINERAL,0.024356650188565254
GY-528a-TAI,GY-528a,TAI,MINERAL,0.11575400084257126
GY-528b-H,GY-528b,H,GASEOUS,0.19063925743103027
GY-528b-HE,GY-528b,HE,GASEOUS,0.018096113577485085
GY-528b-SIO,GY-528b,SIO,MINERAL,0.017166607081890106
GY-528c-SIO,GY-528c,SIO,MINERAL,0.7160549759864807
GY-528d-LIO,GY-528d,LIO,MINERAL,0.03858967497944832
GY-528d-SIO,GY-528d,SIO,MINERAL,0.7089976072311401
GY-528e-AR,GY-528e,AR,MINERAL,0.10609694570302963
GY-528e-HE,GY-528e,HE,GASEOUS,0.041633520275354385
GY-694a-MGS,GY-694a,MGS,MINERAL,0.46387043595314026
GY-694a-SIO,GY-694a,SIO,MINERAL,0.028068743646144867
GY-694b-BRM,GY-694b,BRM,MINERAL,0.04632440581917763
GY-694b-SCR,GY-694b,SCR,MINERAL,0.04590620845556259
GY-694c-TIO,GY-694c,TIO,MINERAL,0.3256032168865204
GY-694c-ZIR,GY-694c,ZIR,MINERAL,0.195485919713974
GY-694d-TAI,GY-694d,TAI,MINERAL,0.013249792158603668
GY-694e-LIO,GY-694e,LIO,MINERAL,0.3197985887527466
GY-694i-AUO,GY-694i,AUO,MINERAL,0.23919057846069336
GY-694i-FEO,GY-694i,FEO,MINERAL,0.5204566717147827
GY-694i-HAL,GY-694i,HAL,MINERAL,0.14791183173656464
GY-811a-FEO,GY-811a,FEO,MINERAL,0.5062772035598755
GY-811a-SIO,GY-811a,SIO,MINERAL,0.70782470703125
GY-811b-CLI,GY-811b,CLI,MINERAL,0.277915358543396
GY-811c-BOR,GY-811c,BOR,MINERAL,0.16473491489887238
GY-811c-H,GY-811c,H,GASEOUS,0.06525752693414688
GY-811c-LST,GY-811c,LST,MINERAL,0.017724299803376198
GY-811c-SIO,GY-811c,SIO,MINERAL,0.01374900620430708
GY-811d-HE,GY-811d,HE,GASEOUS,0.03432084992527962
GY-811d-TAI,GY-811d,TAI,MINERAL,0.1497160792350769
GY-811f-AR,GY-811f,AR,GASEOUS,0.13713069260120392
GY-811f-H,GY-811f,H,GASEOUS,0.05044446885585785
GY-811h-H,GY-811h,H,GASEOUS,0.046143293380737305
GY-811h-O,GY-811h,O,LIQUID,0.019890982657670975
GY-811j-BER,GY-811j,BER,MINERAL,0.03306395933032036
GY-811j-BRM,GY-811j,BRM,MINERAL,0.21558533608913422
GY-811j-FEO,GY-811j,FEO,MINERAL,0.01276999618858099
GY-811j-TIO,GY-811j,TIO,MINERAL,0.22246672213077545
GY-919a-FEO,GY-919a,FEO,MINERAL,0.481275349855423
GY-919a-H2O,GY-919a,H2O,MINERAL,0.013461696915328503
GY-919a-SCR,GY-919a,SCR,MINERAL,0.026192914694547653
GY-919b-AMM,GY-919b,AMM,MINERAL,0.038234785199165344
GY-919b-HEX,GY-919b,HEX,LIQUID,0.20156846940517426
GY-919c-FEO,GY-919c,FEO,MINERAL,0.01453404314815998
GY-919d-HE3,GY-919d,HE3,GASEOUS,0.020657049492001534
GY-986a-HE,GY-986a,HE,GASEOUS,0.16549739241600037
GY-986a-O,GY-986a,O,LIQUID,0.31122222542762756
GY-986b-FEO,GY-986b,FEO,MINERAL,0.041871991008520126
GY-986b-GAL,GY-986b,GAL,MINERAL,0.07952504605054855
GY-986c-AMM,GY-986c,AMM,MINERAL,0.028404423967003822
GY-986c-FEO,GY-986c,FEO,MINERAL,0.030589258298277855
GY-986c-LIO,GY-986c,LIO,MINERAL,0.15954092144966125
GY-986c-MAG,GY-986c,MAG,MINERAL,0.0185990110039711
GY-986d-H,GY-986d,H,GASEOUS,0.03771932050585747
GY-986d-H2O,GY-986d,H2O,MINERAL,0.02031460590660572
GY-986e-AMM,GY-986e,AMM,MINERAL,0.3500576913356781
GY-986f-LES,GY-986f,LES,GASEOUS,0.04269934818148613
GY-986g-H,GY-986g,H,GASEOUS,0.5226745009422302
GY-986g-HE,GY-986g,HE,GASEOUS,0.017149237915873528
HM-049a-AMM,HM-049a,AMM,GASEOUS,0.026951376348733902
HM-049a-GAL,HM-049a,GAL,MINERAL,0.011838025413453579
HM-049b-AMM,HM-049b,AMM,GASEOUS,0.044120222330093384
HM-049b-H2O,HM-049b,H2O,LIQUID,0.5467408895492554
HM-049b-O,HM-049b,O,GASEOUS,0.1438930183649063
HM-049b-SIO,HM-049b,SIO,MINERAL,0.5340535044670105
HM-049d-BRM,HM-049d,BRM,MINERAL,0.3281812071800232
HM-049d-LST,HM-049d,LST,MINERAL,0.4880913496017456
HM-049e-BER,HM-049e,BER,MINERAL,0.14113205671310425
HM-049e-BRM,HM-049e,BRM,MINERAL,0.04059159383177757
HM-049e-HE,HM-049e,HE,GASEOUS,0.015869831666350365
HM-049e-MGS,HM-049e,MGS,MINERAL,0.6570634841918945
HM-049e-N,HM-049e,N,GASEOUS,0.016405213624238968
HM-049f-BRM,HM-049f,BRM,MINERAL,0.017864439636468887
HM-049f-GAL,HM-049f,GAL,MINERAL,0.14511212706565857
HM-049f-SIO,HM-049f,SIO,MINERAL,0.01306536141782999
HM-049h-AMM,HM-049h,AMM,MINERAL,0.5654205679893494
HM-049h-HE,HM-049h,HE,GASEOUS,0.04722466319799423
HM-223a-H2O,HM-223a,H2O,GASEOUS,0.5735271573066711
HM-223a-HE,HM-223a,HE,GASEOUS,0.016042213886976242
HM-223a-TAI,HM-223a,TAI,MINERAL,0.018542228266596794
HM-223b-N,HM-223b,N,GASEOUS,0.02103336714208126
HM-301a-HAL,HM-301a,HAL,MINERAL,0.19818633794784546
HM-301a-MAG,HM-301a,MAG,MINERAL,0.037761881947517395
HM-301a-TAI,HM-301a,TAI,MINERAL,0.1427842676639557
HM-301b-H2O,HM-301b,H2O,MINERAL,0.021857762709259987
HM-301b-SIO,HM-301b,SIO,MINERAL,0.5998067855834961
HM-301b-TAI,HM-301b,TAI,MINERAL,0.02104797400534153
HM-301d-BRM,HM-301d,BRM,MINERAL,0.21038298308849335
HM-301d-CLI,HM-301d,CLI,MINERAL,0.28777554631233215
HM-301d-HE,HM-301d,HE,GASEOUS,0.08208209276199341
HM-301d-LIO,HM-301d,LIO,MINERAL,0.2117786854505539
HM-301e-H2O,HM-301e,H2O,MINERAL,0.04662403091788292
HM-301f-HE,HM-301f,HE,GASEOUS,0.09095363318920135
HM-301f-TAI,HM-301f,TAI,MINERAL,0.20624776184558868
HM-301g-AR,HM-301g,AR,LIQUID,0.1424073427915573
HM-365a-SIO,HM-365a,SIO,MINERAL,0.014926000498235226
HM-365c-FEO,HM-365c,FEO,MINERAL,0.030322838574647903
HM-365c-HE,HM-365c,HE,GASEOUS,0.015000122599303722
HM-365d-BRM,HM-365d,BRM,MINERAL,0.24763163924217224
HM-365d-H,HM-365d,H,GASEOUS,0.03591976687312126
HM-365e-AR,HM-365e,AR,GASEOUS,0.15976206958293915
HM-365f-NE,HM-365f,NE,GASEOUS,0.03312816098332405
HM-517a-HE,HM-517a,HE,GASEOUS,0.04088260605931282
HM-517a-MAG,HM-517a,MAG,MINERAL,0.14243337512016296
HM-517b-MAG,HM-517b,MAG,MINERAL,0.025006674230098724
HM-517c-TIO,HM-517c,TIO,MINERAL,0.041268542408943176
HM-517d-H,HM-517d,H,GASEOUS,0.04088732600212097
HM-517e-TAI,HM-517e,TAI,MINERAL,0.026888133957982063
HM-517h-O,HM-517h,O,LIQUID,0.03622160851955414
HM-517j-BRM,HM-517j,BRM,MINERAL,0.044301293790340424
HM-517j-FEO,HM-517j,FEO,MINERAL,0.014976094476878643
HM-910a-BOR,HM-910a,BOR,MINERAL,0.0445663146674633
HM-910a-HE,HM-910a,HE,GASEOUS,0.14526031911373138
HM-910a-LST,HM-910a,LST,MINERAL,0.035698309540748596
HM-910b-AMM,HM-910b,AMM,LIQUID,0.020452074706554413
HM-910b-SIO,HM-910b,SIO,MINERAL,0.5749684572219849
HM-910c-BOR,HM-910c,BOR,MINERAL,0.041278865188360214
HM-910c-H2O,HM-910c,H2O,LIQUID,0.4272627830505371
HM-910c-O,HM-910c,O,GASEOUS,0.11389394104480743
HM-910c-SIO,HM-910c,SIO,MINERAL,0.3821149170398712
HM-910d-FEO,HM-910d,FEO,MINERAL,0.5104180574417114
HM-910d-GAL,HM-910d,GAL,MINERAL,0.020855197682976723
HM-910d-LIO,HM-910d,LIO,MINERAL,0.4570997655391693
HM-910d-LST,HM-910d,LST,MINERAL,0.5290402770042419
HP-242b-FEO,HP-242b,FEO,MINERAL,0.012341012246906757
HP-242b-HE,HP-242b,HE,GASEOUS,0.11371346563100815
HP-242b-LST,HP-242b,LST,MINERAL,0.020211128517985344
HP-242c-SIO,HP-242c,SIO,MINERAL,0.660652756690979
HP-242d-O,HP-242d,O,GASEOUS,0.06095582991838455
HP-454a-GAL,HP-454a,GAL,MINERAL,0.4687156677246094
HP-454a-H,HP-454a,H,GASEOUS,0.021646276116371155
HP-454b-AMM,HP-454b,AMM,GASEOUS,0.026593927294015884
HP-454b-SIO,HP-454b,SIO,MINERAL,0.03820107504725456
HP-454c-GAL,HP-454c,GAL,MINERAL,0.031600020825862885
HP-454c-SIO,HP-454c,SIO,MINERAL,0.567457914352417
HP-454d-GAL,HP-454d,GAL,MINERAL,0.3431847393512726
HP-454d-HE,HP-454d,HE,GASEOUS,0.1346486657857895
HP-454e-FEO,HP-454e,FEO,MINERAL,0.048269495368003845
HP-454e-GAL,HP-454e,GAL,MINERAL,0.020521150901913643
HP-454g-H,HP-454g,H,GASEOUS,0.4328039884567261
HP-454g-HE,HP-454g,HE,GASEOUS,0.012436650693416595
HP-933a-CLI,HP-933a,CLI,MINERAL,0.020221732556819916
HP-933b-BRM,HP-933b,BRM,MINERAL,0.020502885803580284
HP-933b-NE,HP-933b,NE,GASEOUS,0.010396444238722324
HP-933c-GAL,HP-933c,GAL,MINERAL,0.26107874512672424
HP-933c-SIO,HP-933c,SIO,MINERAL,0.04995015263557434
HP-933d-BRM,HP-933d,BRM,MINERAL,0.013010486960411072
HP-933d-FEO,HP-933d,FEO,MINERAL,0.5255196690559387
HP-933d-SIO,HP-933d,SIO,MINERAL,0.5196747779846191
HP-933d-TAI,HP-933d,TAI,MINERAL,0.04077394679188728
HP-933e-HE,HP-933e,HE,GASEOUS,0.25241324305534363
HP-933e-N,HP-933e,N,GASEOUS,0.029997248202562332
HP-937a-AMM,HP-937a,AMM,LIQUID,0.02858629822731018
HP-937a-BRM,HP-937a,BRM,MINERAL,0.23316021263599396
HP-937a-SIO,HP-937a,SIO,MINERAL,0.013441216200590134
HP-937b-BRM,HP-937b,BRM,MINERAL,0.4696289002895355
HP-937b-HE,HP-937b,HE,GASEOUS,0.053839311003685
HP-937b-HEX,HP-937b,HEX,LIQUID,0.17999304831027985
HP-937c-BRM,HP-937c,BRM,MINERAL,0.03364556282758713
HP-937c-H,HP-937c,H,GASEOUS,0.1617666333913803
HP-937c-N,HP-937c,N,GASEOUS,0.05350344628095627
HP-937d-BRM,HP-937d,BRM,MINERAL,0.26356667280197144
HP-937d-HE,HP-937d,HE,GASEOUS,0.040594108402729034
HP-937e-AMM,HP-937e,AMM,MINERAL,0.13321557641029358
HP-937e-BER,HP-937e,BER,MINERAL,0.014301176182925701
HP-937e-BRM,HP-937e,BRM,MINERAL,0.04844696819782257
HP-937f-HE3,HP-937f,HE3,GASEOUS,0.06792944669723511
HP-937g-HE,HP-937g,HE,GASEOUS,0.08613187819719315
HV-029a-SIO,HV-029a,SIO,MINERAL,0.33739179372787476
HV-029b-LIO,HV-029b,LIO,MINERAL,0.020770085975527763
HV-029c-ALO,HV-029c,ALO,MINERAL,0.01833101361989975
HV-029c-TAI,HV-029c,TAI,MINERAL,0.04542544111609459
HV-029e-HE,HV-029e,HE,GASEOUS,0.15002049505710602
HV-029e-SIO,HV-029e,SIO,MINERAL,0.5371750593185425
HV-194b-BRM,HV-194b,BRM,MINERAL,0.44491904973983765
HV-194b-GAL,HV-194b,GAL,MINERAL,0.3569020628929138
HV-194c-AMM,HV-194c,AMM,LIQUID,0.03158273547887802
HV-194c-FEO,HV-194c,FEO,MINERAL,0.03307284414768219
HV-194d-AMM,HV-194d,AMM,MINERAL,0.020115453749895096
HV-194d-GAL,HV-194d,GAL,MINERAL,0.40892893075942993
HV-194d-HE,HV-194d,HE,GASEOUS,0.02492877095937729
HV-322a-FEO,HV-322a,FEO,MINERAL,0.0459195077419281
HV-322a-H2O,HV-322a,H2O,GASEOUS,0.09429484605789185
HV-322b-GAL,HV-322b,GAL,MINERAL,0.23553533852100372
HV-322c-AMM,HV-322c,AMM,LIQUID,0.08330623060464859
HV-322c-H2O,HV-322c,H2O,MINERAL,0.3890913426876068
